ID,Name,Category,Price,InStock
1,Widget 1,Electronics,5.33,False
2,Widget 2,Misc,7.67,True
3,Widget 3,Tools,10.0,False
4,Widget 4,Office,12.33,True
5,Widget 5,Hardware,14.67,False
6,Widget 6,Electronics,17.0,True
7,Widget 7,Misc,19.33,False
8,Widget 8,Tools,21.67,True
9,Widget 9,Office,24.0,False
10,Widget 10,Hardware,26.33,True
11,Widget 11,Electronics,28.67,False
12,Widget 12,Misc,31.0,True
13,Widget 13,Tools,33.33,False
14,Widget 14,Office,35.67,True
15,Widget 15,Hardware,38.0,False
16,Widget 16,Electronics,40.33,True
17,Widget 17,Misc,42.67,False
18,Widget 18,Tools,45.0,True
19,Widget 19,Office,47.33,False
20,Widget 20,Hardware,49.67,True
21,Widget 21,Electronics,52.0,False
22,Widget 22,Misc,54.33,True
23,Widget 23,Tools,56.67,False
24,Widget 24,Office,59.0,True
25,Widget 25,Hardware,61.33,False
26,Widget 26,Electronics,63.67,True
27,Widget 27,Misc,66.0,False
28,Widget 28,Tools,68.33,True
29,Widget 29,Office,70.67,False
30,Widget 30,Hardware,73.0,True
