ID,Name,Category,Price,InStock
1,Widget 1,Electronics,5.33,False
2,Widget 2,Misc,7.67,True
3,Widget 3,Tools,10.0,False
4,Widget 4,Office,12.33,True
5,Widget 5,Hardware,14.67,False
6,Widget 6,Electronics,17.0,True
7,Widget 7,Misc,19.33,False
8,Widget 8,Tools,21.67,True
9,Widget 9,Office,24.0,False
10,Widget 10,Hardware,26.33,True
11,Widget 11,Electronics,28.67,False
12,Widget 12,Misc,31.0,True
13,Widget 13,Tools,33.33,False
14,Widget 14,Office,35.67,True
15,Widget 15,Hardware,38.0,False
16,Widget 16,Electronics,40.33,True
17,Widget 17,Misc,42.67,False
18,Widget 18,Tools,45.0,True
19,Widget 19,Office,47.33,False
20,Widget 20,Hardware,49.67,True
21,Widget 21,Electronics,52.0,False
22,Widget 22,Misc,54.33,True
23,Widget 23,Tools,56.67,False
24,Widget 24,Office,59.0,True
25,Widget 25,Hardware,61.33,False
26,Widget 26,Electronics,63.67,True
27,Widget 27,Misc,66.0,False
28,Widget 28,Tools,68.33,True
29,Widget 29,Office,70.67,False
30,Widget 30,Hardware,73.0,True
31,Widget 31,Electronics,75.33,False
32,Widget 32,Misc,77.67,True
33,Widget 33,Tools,80.0,False
34,Widget 34,Office,82.33,True
35,Widget 35,Hardware,84.67,False
36,Widget 36,Electronics,87.0,True
37,Widget 37,Misc,89.33,False
38,Widget 38,Tools,91.67,True
39,Widget 39,Office,94.0,False
40,Widget 40,Hardware,96.33,True
41,Widget 41,Electronics,98.67,False
42,Widget 42,Misc,101.0,True
43,Widget 43,Tools,103.33,False
44,Widget 44,Office,105.67,True
45,Widget 45,Hardware,108.0,False
46,Widget 46,Electronics,110.33,True
47,Widget 47,Misc,112.67,False
48,Widget 48,Tools,115.0,True
49,Widget 49,Office,117.33,False
50,Widget 50,Hardware,119.67,True
51,Widget 51,Electronics,122.0,False
52,Widget 52,Misc,124.33,True
53,Widget 53,Tools,126.67,False
54,Widget 54,Office,129.0,True
55,Widget 55,Hardware,131.33,False
56,Widget 56,Electronics,133.67,True
57,Widget 57,Misc,136.0,False
58,Widget 58,Tools,138.33,True
59,Widget 59,Office,140.67,False
60,Widget 60,Hardware,143.0,True
61,Widget 61,Electronics,145.33,False
62,Widget 62,Misc,147.67,True
63,Widget 63,Tools,150.0,False
64,Widget 64,Office,152.33,True
65,Widget 65,Hardware,154.67,False
66,Widget 66,Electronics,157.0,True
67,Widget 67,Misc,159.33,False
68,Widget 68,Tools,161.67,True
69,Widget 69,Office,164.0,False
70,Widget 70,Hardware,166.33,True
71,Widget 71,Electronics,168.67,False
72,Widget 72,Misc,4.33,True
73,Widget 73,Tools,6.67,False
74,Widget 74,Office,9.0,True
75,Widget 75,Hardware,11.33,False
76,Widget 76,Electronics,13.67,True
77,Widget 77,Misc,16.0,False
78,Widget 78,Tools,18.33,True
79,Widget 79,Office,20.67,False
80,Widget 80,Hardware,23.0,True
81,Widget 81,Electronics,25.33,False
82,Widget 82,Misc,27.67,True
83,Widget 83,Tools,30.0,False
84,Widget 84,Office,32.33,True
85,Widget 85,Hardware,34.67,False
86,Widget 86,Electronics,37.0,True
87,Widget 87,Misc,39.33,False
88,Widget 88,Tools,41.67,True
89,Widget 89,Office,44.0,False
90,Widget 90,Hardware,46.33,True
91,Widget 91,Electronics,48.67,False
92,Widget 92,Misc,51.0,True
93,Widget 93,Tools,53.33,False
94,Widget 94,Office,55.67,True
95,Widget 95,Hardware,58.0,False
96,Widget 96,Electronics,60.33,True
97,Widget 97,Misc,62.67,False
98,Widget 98,Tools,65.0,True
99,Widget 99,Office,67.33,False
100,Widget 100,Hardware,69.67,True
