ID,Name,Category,Price,InStock
1,Widget 1,Electronics,5.33,False
2,Widget 2,Misc,7.67,True
3,Widget 3,Tools,10.0,False
4,Widget 4,Office,12.33,True
5,Widget 5,Hardware,14.67,False
6,Widget 6,Electronics,17.0,True
7,Widget 7,Misc,19.33,False
8,Widget 8,Tools,21.67,True
9,Widget 9,Office,24.0,False
10,Widget 10,Hardware,26.33,True
11,Widget 11,Electronics,28.67,False
12,Widget 12,Misc,31.0,True
13,Widget 13,Tools,33.33,False
14,Widget 14,Office,35.67,True
15,Widget 15,Hardware,38.0,False
16,Widget 16,Electronics,40.33,True
17,Widget 17,Misc,42.67,False
18,Widget 18,Tools,45.0,True
19,Widget 19,Office,47.33,False
20,Widget 20,Hardware,49.67,True
21,Widget 21,Electronics,52.0,False
22,Widget 22,Misc,54.33,True
23,Widget 23,Tools,56.67,False
24,Widget 24,Office,59.0,True
25,Widget 25,Hardware,61.33,False
26,Widget 26,Electronics,63.67,True
27,Widget 27,Misc,66.0,False
28,Widget 28,Tools,68.33,True
29,Widget 29,Office,70.67,False
30,Widget 30,Hardware,73.0,True
31,Widget 31,Electronics,75.33,False
32,Widget 32,Misc,77.67,True
33,Widget 33,Tools,80.0,False
34,Widget 34,Office,82.33,True
35,Widget 35,Hardware,84.67,False
36,Widget 36,Electronics,87.0,True
37,Widget 37,Misc,89.33,False
38,Widget 38,Tools,91.67,True
39,Widget 39,Office,94.0,False
40,Widget 40,Hardware,96.33,True
41,Widget 41,Electronics,98.67,False
42,Widget 42,Misc,101.0,True
43,Widget 43,Tools,103.33,False
44,Widget 44,Office,105.67,True
45,Widget 45,Hardware,108.0,False
46,Widget 46,Electronics,110.33,True
47,Widget 47,Misc,112.67,False
48,Widget 48,Tools,115.0,True
49,Widget 49,Office,117.33,False
50,Widget 50,Hardware,119.67,True
51,Widget 51,Electronics,122.0,False
52,Widget 52,Misc,124.33,True
53,Widget 53,Tools,126.67,False
54,Widget 54,Office,129.0,True
55,Widget 55,Hardware,131.33,False
56,Widget 56,Electronics,133.67,True
57,Widget 57,Misc,136.0,False
58,Widget 58,Tools,138.33,True
59,Widget 59,Office,140.67,False
60,Widget 60,Hardware,143.0,True
61,Widget 61,Electronics,145.33,False
62,Widget 62,Misc,147.67,True
63,Widget 63,Tools,150.0,False
64,Widget 64,Office,152.33,True
65,Widget 65,Hardware,154.67,False
66,Widget 66,Electronics,157.0,True
67,Widget 67,Misc,159.33,False
68,Widget 68,Tools,161.67,True
69,Widget 69,Office,164.0,False
70,Widget 70,Hardware,166.33,True
71,Widget 71,Electronics,168.67,False
72,Widget 72,Misc,4.33,True
73,Widget 73,Tools,6.67,False
74,Widget 74,Office,9.0,True
75,Widget 75,Hardware,11.33,False
76,Widget 76,Electronics,13.67,True
77,Widget 77,Misc,16.0,False
78,Widget 78,Tools,18.33,True
79,Widget 79,Office,20.67,False
80,Widget 80,Hardware,23.0,True
81,Widget 81,Electronics,25.33,False
82,Widget 82,Misc,27.67,True
83,Widget 83,Tools,30.0,False
84,Widget 84,Office,32.33,True
85,Widget 85,Hardware,34.67,False
86,Widget 86,Electronics,37.0,True
87,Widget 87,Misc,39.33,False
88,Widget 88,Tools,41.67,True
89,Widget 89,Office,44.0,False
90,Widget 90,Hardware,46.33,True
91,Widget 91,Electronics,48.67,False
92,Widget 92,Misc,51.0,True
93,Widget 93,Tools,53.33,False
94,Widget 94,Office,55.67,True
95,Widget 95,Hardware,58.0,False
96,Widget 96,Electronics,60.33,True
97,Widget 97,Misc,62.67,False
98,Widget 98,Tools,65.0,True
99,Widget 99,Office,67.33,False
100,Widget 100,Hardware,69.67,True
101,Widget 101,Electronics,72.0,False
102,Widget 102,Misc,74.33,True
103,Widget 103,Tools,76.67,False
104,Widget 104,Office,79.0,True
105,Widget 105,Hardware,81.33,False
106,Widget 106,Electronics,83.67,True
107,Widget 107,Misc,86.0,False
108,Widget 108,Tools,88.33,True
109,Widget 109,Office,90.67,False
110,Widget 110,Hardware,93.0,True
111,Widget 111,Electronics,95.33,False
112,Widget 112,Misc,97.67,True
113,Widget 113,Tools,100.0,False
114,Widget 114,Office,102.33,True
115,Widget 115,Hardware,104.67,False
116,Widget 116,Electronics,107.0,True
117,Widget 117,Misc,109.33,False
118,Widget 118,Tools,111.67,True
119,Widget 119,Office,114.0,False
120,Widget 120,Hardware,116.33,True
121,Widget 121,Electronics,118.67,False
122,Widget 122,Misc,121.0,True
123,Widget 123,Tools,123.33,False
124,Widget 124,Office,125.67,True
125,Widget 125,Hardware,128.0,False
126,Widget 126,Electronics,130.33,True
127,Widget 127,Misc,132.67,False
128,Widget 128,Tools,135.0,True
129,Widget 129,Office,137.33,False
130,Widget 130,Hardware,139.67,True
131,Widget 131,Electronics,142.0,False
132,Widget 132,Misc,144.33,True
133,Widget 133,Tools,146.67,False
134,Widget 134,Office,149.0,True
135,Widget 135,Hardware,151.33,False
136,Widget 136,Electronics,153.67,True
137,Widget 137,Misc,156.0,False
138,Widget 138,Tools,158.33,True
139,Widget 139,Office,160.67,False
140,Widget 140,Hardware,163.0,True
141,Widget 141,Electronics,165.33,False
142,Widget 142,Misc,167.67,True
143,Widget 143,Tools,3.33,False
144,Widget 144,Office,5.67,True
145,Widget 145,Hardware,8.0,False
146,Widget 146,Electronics,10.33,True
147,Widget 147,Misc,12.67,False
148,Widget 148,Tools,15.0,True
149,Widget 149,Office,17.33,False
150,Widget 150,Hardware,19.67,True
151,Widget 151,Electronics,22.0,False
152,Widget 152,Misc,24.33,True
153,Widget 153,Tools,26.67,False
154,Widget 154,Office,29.0,True
155,Widget 155,Hardware,31.33,False
156,Widget 156,Electronics,33.67,True
157,Widget 157,Misc,36.0,False
158,Widget 158,Tools,38.33,True
159,Widget 159,Office,40.67,False
160,Widget 160,Hardware,43.0,True
161,Widget 161,Electronics,45.33,False
162,Widget 162,Misc,47.67,True
163,Widget 163,Tools,50.0,False
164,Widget 164,Office,52.33,True
165,Widget 165,Hardware,54.67,False
166,Widget 166,Electronics,57.0,True
167,Widget 167,Misc,59.33,False
168,Widget 168,Tools,61.67,True
169,Widget 169,Office,64.0,False
170,Widget 170,Hardware,66.33,True
171,Widget 171,Electronics,68.67,False
172,Widget 172,Misc,71.0,True
173,Widget 173,Tools,73.33,False
174,Widget 174,Office,75.67,True
175,Widget 175,Hardware,78.0,False
176,Widget 176,Electronics,80.33,True
177,Widget 177,Misc,82.67,False
178,Widget 178,Tools,85.0,True
179,Widget 179,Office,87.33,False
180,Widget 180,Hardware,89.67,True
181,Widget 181,Electronics,92.0,False
182,Widget 182,Misc,94.33,True
183,Widget 183,Tools,96.67,False
184,Widget 184,Office,99.0,True
185,Widget 185,Hardware,101.33,False
186,Widget 186,Electronics,103.67,True
187,Widget 187,Misc,106.0,False
188,Widget 188,Tools,108.33,True
189,Widget 189,Office,110.67,False
190,Widget 190,Hardware,113.0,True
191,Widget 191,Electronics,115.33,False
192,Widget 192,Misc,117.67,True
193,Widget 193,Tools,120.0,False
194,Widget 194,Office,122.33,True
195,Widget 195,Hardware,124.67,False
196,Widget 196,Electronics,127.0,True
197,Widget 197,Misc,129.33,False
198,Widget 198,Tools,131.67,True
199,Widget 199,Office,134.0,False
200,Widget 200,Hardware,136.33,True
201,Widget 201,Electronics,138.67,False
202,Widget 202,Misc,141.0,True
203,Widget 203,Tools,143.33,False
204,Widget 204,Office,145.67,True
205,Widget 205,Hardware,148.0,False
206,Widget 206,Electronics,150.33,True
207,Widget 207,Misc,152.67,False
208,Widget 208,Tools,155.0,True
209,Widget 209,Office,157.33,False
210,Widget 210,Hardware,159.67,True
211,Widget 211,Electronics,162.0,False
212,Widget 212,Misc,164.33,True
213,Widget 213,Tools,166.67,False
